id,name,pitch_hand,side,avg_bat_speed,swing_tilt,attack_angle,attack_direction,ideal_attack_angle_rate,avg_intercept_y_vs_plate,avg_intercept_y_vs_batter,avg_batter_y_position,avg_batter_x_position,competitive_swings
660670,"Acuña Jr., Ronald",R,R,76.4112693,38.22801643,11.9517601,6.552926819,0.525150905,-1.314660864,29.78182793,31.09648879,25.44006925,497
701762,"Kurtz, Nick",L,L,76.38223409,38.72655188,14.51831111,1.728580711,0.497652582,1.325427961,24.77758029,23.45215233,28.36261708,213
669003,"Mitchell, Garrett",R,L,76.35058747,31.9934872,9.501252554,8.728340752,0.632911392,-4.562537767,27.1419694,31.70450717,28.02608994,79
695506,"Caglianone, Jac",L,L,76.35026956,27.14113947,8.298677882,-2.585746786,0.433333333,9.098389049,31.86772198,22.76933293,29.53721927,90
670541,"Alvarez, Yordan",R,L,76.34696698,36.95660709,9.80458628,-4.259734841,0.4,9.663215087,35.37935834,25.71614325,28.12099893,255
666624,"Morel, Christopher",L,R,76.33372601,27.39738932,14.17315206,-8.471051903,0.699669967,6.499899208,34.11672823,27.61682902,26.03514229,303
695578,"Wood, James",R,L,76.28853705,39.59099302,11.90981019,2.498871447,0.436281859,1.530946605,32.38724748,30.85630087,30.00086975,667
660271,"Ohtani, Shohei",R,L,76.28066847,37.45178474,15.50832707,-2.040028743,0.533417402,-1.089802334,27.36231321,28.45211555,31.42620677,793
673357,"Robert Jr., Luis",L,R,76.27106121,36.02822264,10.38401283,-2.095457093,0.520231214,-3.328660996,28.0970524,31.4257134,27.17084434,173
670242,"Wallner, Matt",L,L,76.26623412,28.151767,13.28299785,-6.080237954,0.509090909,9.104635011,37.18866774,28.08403273,32.05436536,165
595751,"Alfaro, Jorge",R,R,76.15830953,35.23610439,5.116687612,5.643564446,0.421875,-3.741638203,24.76510821,28.50674641,26.45601484,64
575929,"Contreras, Willson",L,R,76.14976582,33.27472155,9.10774112,-0.876463427,0.486363636,3.78610218,27.62044094,23.83433876,30.9704432,220
660821,"Sánchez, Jesús",R,L,76.12556926,27.95365512,7.318452601,-2.033260894,0.47879617,8.739507674,34.99936551,26.25985784,28.35410992,731
677956,"Hinds, Rece",R,R,76.07403244,36.38195525,13.37745178,-17.76177912,0.365853659,10.10323224,39.6246994,29.52146716,27.25041166,41
663586,"Riley, Austin",L,R,76.06736549,33.13907848,11.46063005,-5.312689615,0.457142857,7.475321051,36.14809535,28.6727743,27.78412544,175
691373,"Garcia, Jhostynxon",R,R,76.047315,37.5337156,12.16181608,2.338538273,0,1.515003726,28.9705691,27.45556538,25.81536015,4
663609,"Baker, Luken",L,R,76.03144623,29.26102359,9.966618228,-4.929629588,0.641509434,5.077434191,31.50148064,26.42404644,28.78258935,53
672744,"Canario, Alexander",L,R,76.02273682,35.42065367,16.0083849,-1.490085134,0.453125,2.675847995,30.79153422,28.11568623,27.21848257,192
680718,"Barger, Addison",R,L,76.02170832,28.73164251,9.311667961,-5.435239146,0.52368065,-1.446077114,31.70842819,33.15450531,25.42147628,739
672744,"Canario, Alexander",R,R,75.99556439,34.97452534,11.58201475,4.568127217,0.502109705,-0.997365935,27.51820908,28.51557501,27.79987256,237
575929,"Contreras, Willson",R,R,75.94444075,32.62778784,9.531963469,-2.046568709,0.468838527,5.809339757,28.04422263,22.23488288,30.10668112,706
656577,"Jackson, Alex",R,R,75.87806694,31.19154338,10.78137511,-7.107632964,0.516129032,3.319323507,34.17495089,30.85562738,27.40221756,124
663586,"Riley, Austin",R,R,75.83662962,31.90015939,10.66546538,-4.234810725,0.456,6.541511131,35.42658333,28.8850722,28.27267471,625
682985,"Greene, Riley",R,L,75.82609583,44.91245326,14.32455051,1.597500159,0.421404682,1.937316864,31.78167423,29.84435737,24.35810577,897
669432,"Rogers, Trevor",L,L,75.81402,37.34545786,11.3478297,-16.39722294,1,4.534557148,29.9769904,25.44243325,26.35436861,1
669194,"Nelson, Ryne",R,R,75.77985,23.02081923,11.95882411,8.728894433,1,11.32264767,30.14297211,18.82032444,27.74600335,1
663609,"Baker, Luken",R,R,75.67577917,27.62444921,10.57852039,-5.145827609,0.833333333,3.149997682,30.73485405,27.58485637,29.09754341,12
669003,"Mitchell, Garrett",L,L,75.64654667,31.11493544,10.93745109,4.390012978,0.666666667,-3.520661906,28.71292633,32.23358824,28.03163627,39
662139,"Varsho, Daulton",R,L,75.63378303,29.66677686,12.72557505,-2.91130684,0.632432432,-1.436708703,27.46906283,28.90577154,26.08692428,370
683002,"Henderson, Gunnar",R,L,75.60643557,29.54865038,8.196900543,1.908048994,0.493943472,6.148622002,32.82831553,26.67969353,25.39789493,743
695578,"Wood, James",L,L,75.59797213,39.85069888,9.611610888,0.851040958,0.386740331,2.036787961,33.21590237,31.17911441,30.37747895,362
694212,"Basallo, Samuel",R,L,75.56638895,30.09763858,9.256814809,-0.289076666,0.575581395,1.680718167,33.24897525,31.56825708,24.38814007,172
663662,"Cameron, Daz",L,R,75.53361304,33.56074281,6.21107763,-8.961603292,0.339285714,6.318051981,32.13166011,25.81360813,27.093985,56
666624,"Morel, Christopher",R,R,75.52304414,27.2238866,15.73791344,-10.06229274,0.67816092,7.481828403,34.83503305,27.35320465,26.78403626,261
656305,"Chapman, Matt",L,R,75.51174141,27.35863459,6.967144797,-4.840176803,0.567839196,0.378304855,28.61189297,28.23358812,29.88154647,199
667690,"Stubbs, C.J.",L,R,75.485105,30.47403097,7.151239388,4.064915211,1,2.664225103,29.81819111,27.15396601,28.14001822,2
687515,"Thomas, Colby",L,R,75.44327977,29.52024272,12.20219524,-7.030714458,0.542635659,-0.044639321,29.70395188,29.7485912,26.9585522,129
656541,"Hilliard, Sam",R,L,75.43133485,25.58853442,8.775258289,-2.654269553,0.494949495,8.744416292,34.21330164,25.46888535,28.3891389,99
662139,"Varsho, Daulton",L,L,75.42590387,30.31006995,13.13433785,-7.021267684,0.580645161,1.57920721,30.25090939,28.67170218,25.6391948,93
673357,"Robert Jr., Luis",R,R,75.40606709,36.67214242,12.72810521,-6.142177712,0.545454545,-0.011394437,31.2343759,31.24577033,27.20351448,550
677956,"Hinds, Rece",L,R,75.39688488,38.21518158,13.46865791,-14.77632157,0.365853659,8.694244554,37.25208688,28.55784233,28.0103507,41
805904,"Cole, Zach",R,L,75.38333044,31.7464964,10.34238873,-2.791191625,0.441176471,3.885166807,25.37999064,21.49482384,28.8323253,68
663728,"Raleigh, Cal",R,L,75.37917108,34.90345888,17.94181645,-7.456146827,0.447338618,5.262462753,34.58897668,29.32651392,24.08886319,883
686948,"Baldwin, Drake",R,L,75.37388922,31.83702417,9.737722701,2.779772972,0.486443381,2.377502705,28.80661989,26.42911719,28.1354863,627
680718,"Barger, Addison",L,L,75.36689372,29.19041768,7.51877462,-2.320323604,0.429752066,-3.026259911,30.44119365,33.46745356,25.83670098,121
682663,"Ramírez, Agustín",L,R,75.35317514,25.5550194,8.680708161,-3.89318711,0.525,3.430792552,31.00134645,27.5705539,30.17320093,280
701350,"Anthony, Roman",R,L,75.30166945,29.95578794,10.30697425,-0.851832134,0.487972509,6.675204166,35.63624589,28.96104172,24.76512321,291
624413,"Alonso, Pete",L,R,75.26443942,34.24232434,10.45823104,-0.138637952,0.56402439,3.871189701,28.54302954,24.67183984,26.825261,328
624413,"Alonso, Pete",R,R,75.25365769,33.65388254,9.982478341,1.550021704,0.61242236,3.863286356,28.14945121,24.28616485,27.27220164,805
670541,"Alvarez, Yordan",L,L,75.2368723,35.54754553,11.72362421,-7.784830931,0.426229508,13.37599763,38.99785055,25.62185292,28.35329272,61
671213,"Casas, Triston",R,L,75.22929627,35.73157471,15.29329662,-5.611057847,0.437869822,0.773190844,33.05787524,32.2846844,29.3972718,169
672356,"Arias, Gabriel",L,R,75.22919304,29.40078604,10.59690417,0.294320047,0.503378378,5.603266279,35.059343,29.45607672,35.05114336,296
663624,"Mountcastle, Ryan",R,R,75.21714969,35.5785725,6.879847288,-0.660596715,0.419729207,1.742508498,27.25707107,25.51456257,31.19051641,517
694212,"Basallo, Samuel",L,L,75.19934119,29.5732465,11.52017426,-7.032225643,0.619047619,5.204067946,37.8757658,32.67169785,25.40429469,42
663624,"Mountcastle, Ryan",L,R,75.18349421,37.28019656,8.226265555,-1.521416334,0.355191257,2.39578541,28.15450399,25.75871858,30.8923094,183
682663,"Ramírez, Agustín",R,R,75.17837681,25.01801186,6.73620751,-2.499411474,0.535338346,1.512869393,30.06595035,28.55308096,30.14706439,665
666464,"Encarnacion, Jerar",L,R,75.17502436,39.14029468,9.295896903,3.871594364,0.435897436,1.776294587,29.86770998,28.09141539,28.99910681,39
663662,"Cameron, Daz",R,R,75.15257684,30.37833638,1.832754318,-2.955862649,0.473684211,1.273312081,28.86657136,27.59325928,27.74716679,19
669065,"Stowers, Kyle",R,L,75.15090373,33.94988765,11.79621088,0.303486877,0.525660964,1.905965221,31.354114,29.44814878,29.1603028,643
685301,"Gorski, Matt",L,R,75.12998696,30.78829563,17.54101882,-5.778614405,0.434782609,8.436437422,38.19224909,29.75581167,27.30269904,46
595751,"Alfaro, Jorge",L,R,75.12593542,36.30227532,-0.132882078,10.07793841,0.208333333,-4.402954686,23.75111587,28.15407056,26.59732266,24
656484,"Gray, Tristan",L,L,75.10395943,31.41888191,8.247894886,-13.73281373,0.571428571,3.925221016,34.57794466,30.65272364,30.20728471,35
663698,"Bart, Joey",L,R,75.08550148,35.62692116,9.33937901,-1.165207001,0.4296875,3.141155794,34.00825295,30.86709715,28.67055106,128
683146,"Baty, Brett",R,L,75.07178244,35.57214388,8.705332832,3.281348251,0.467661692,-3.411052602,26.70505036,30.11610296,30.12893846,603
682985,"Greene, Riley",L,L,75.05534386,43.86060799,12.74965774,0.324610513,0.472067039,2.700347815,32.65662501,29.9562772,25.39324008,358
680776,"Duran, Jarren",R,L,75.05362851,26.34553081,6.270472621,-0.85137771,0.465268676,3.623328224,32.07798375,28.45465553,30.29593778,763
691723,"Mayo, Coby",L,R,75.04056039,36.53699373,10.6798691,-14.97196809,0.383116883,10.62349858,35.06846053,24.44496195,27.34655852,154
676812,"McCusker, Carson",L,R,75.0404513,39.06246787,15.25225817,-2.722703217,0.391304348,2.615519598,27.51623315,24.90071355,32.62336762,46
621439,"Buxton, Byron",L,R,75.04044656,34.00581909,13.6300751,-5.088299202,0.602870813,4.234331275,27.59982878,23.36549751,27.62438228,209
621439,"Buxton, Byron",R,R,75.03320992,34.04632232,14.25496227,-6.564464632,0.572413793,4.802750537,28.42467597,23.62192543,27.80496484,725
657757,"Sheets, Gavin",R,L,75.03237171,28.02703024,8.873499494,-8.281583651,0.548245614,5.365953181,34.39364331,29.02769013,28.61068484,684
672016,"Clarke, Denzel",L,R,75.02399463,31.7203526,7.303998047,-0.635634367,0.537037037,7.067750272,30.86983893,23.80208866,28.29544699,54
686948,"Baldwin, Drake",L,L,75.00468841,31.07431654,7.751723345,4.687946683,0.456953642,1.186420048,28.35775939,27.17133934,28.55097186,151
672356,"Arias, Gabriel",R,R,75.00295395,28.91974722,9.309459295,1.640734236,0.552845528,5.103867059,34.09721953,28.99335247,35.8759081,615
682998,"Carroll, Corbin",R,L,74.98178277,25.83706665,11.51452728,-4.227046657,0.687258687,6.497037439,37.03531069,30.53827325,29.75909795,777
671284,"Elko, Tim",L,R,74.97169081,35.57104846,12.25799146,0.765187227,0.513513514,-1.238016689,28.72850397,29.96652065,32.29798275,37
663728,"Raleigh, Cal",L,R,74.96274802,33.07511505,17.81187782,-10.07361011,0.459657702,12.4108231,39.0023563,26.59153319,25.34128519,409
669394,"Burger, Jake",L,R,74.95416853,25.21079101,7.390958874,-5.2819808,0.480225989,7.99959977,31.57799187,23.5783921,31.55466033,177
701358,"Smith, Cam",L,R,74.94813117,39.0595189,9.752239368,-2.752328134,0.383064516,5.512748332,30.94940096,25.43665262,30.04364811,248
680769,"Alexander, CJ",R,L,74.93152067,36.63797972,13.61998741,-10.56111536,0.566666667,2.660268931,36.18788724,33.5276183,28.07411465,30
592518,"Machado, Manny",L,R,74.89778894,26.77629076,7.803772088,0.308225133,0.540372671,5.98548702,30.42764019,24.44215317,30.70735282,322
695600,"Jensen, Carter",R,L,74.89078142,26.88808618,4.004846621,0.610130218,0.424528302,11.47169442,36.53427532,25.0625809,26.84936866,106
660271,"Ohtani, Shohei",L,L,74.8870193,35.78471337,13.95876753,-1.939355576,0.530898876,-2.038146842,28.15767693,30.19582377,33.06697318,356
642133,"Tellez, Rowdy",R,L,74.87634712,29.83239247,7.816983824,-7.087774913,0.536480687,7.61135066,35.08789711,27.47654645,25.92127307,466
665052,"Conine, Griffin",R,L,74.8722698,28.80807151,13.13177076,-0.90883731,0.448979592,-1.245830934,29.86238537,31.1082163,30.19533406,98
641343,"Bauers, Jake",L,L,74.85028143,34.48035945,13.33129219,-6.968185641,0.571428571,2.896390137,32.50320726,29.60681713,26.61181218,21
680118,"Blanco, Dairon",R,R,74.84044,23.78880984,10.42476728,6.822515296,1,-6.178186314,19.75369143,25.93187774,28.18156783,2
671056,"Herrera, Iván",L,R,74.79601314,32.5846763,10.95187782,-2.944884384,0.5,1.389411627,32.94548263,31.556071,27.45665279,188
683002,"Henderson, Gunnar",L,L,74.7899746,27.94720453,9.058032017,-1.038086388,0.542944785,8.050635854,34.7325411,26.68190524,26.75427088,326
683357,"Caissie, Owen",R,L,74.78590218,35.1698342,8.232058703,-0.57566436,0.454545455,1.8470416,31.99026888,30.14322728,28.81288326,55
701350,"Anthony, Roman",L,L,74.78357097,30.42929299,11.41917259,-2.442838233,0.620967742,7.943669743,36.97723563,29.03356589,26.85102113,124
656305,"Chapman, Matt",R,R,74.77359563,24.71057282,5.163486695,-3.514266759,0.5216,-1.362133373,27.07152108,28.43365445,29.78878651,625
624585,"Soler, Jorge",L,R,74.77025565,35.01653776,8.893078565,-6.57901608,0.564705882,0.264231286,28.4757974,28.21156611,29.05182198,85
642215,"Wilson, Weston",R,R,74.7654629,34.4803083,16.1851301,-9.338234164,0.652173913,7.217344369,33.75315792,26.53581355,28.58032022,69
682626,"Alvarez, Francisco",L,R,74.75848358,30.28104561,7.260841259,3.369560808,0.458715596,0.353155947,26.41377763,26.06062168,27.44655069,109
592669,"Renfroe, Hunter",L,R,74.73111754,26.45108018,8.790126553,-5.712280194,0.524590164,8.067069434,36.90541994,28.83835051,29.12351925,61
682829,"De La Cruz, Elly",R,R,74.71713455,33.81902728,8.063593764,-0.093603433,0.489932886,8.465549833,37.23274187,28.76719204,29.89167874,745
666211,"Trammell, Taylor",R,L,74.67847492,30.15355299,11.77079409,-4.716263962,0.471794872,0.700657705,30.16083237,29.46017467,26.29444056,195
572233,"Walker, Christian",L,R,74.65225294,30.32914349,8.908871653,-4.4702426,0.48627451,2.717269214,31.48293158,28.76566237,25.79698699,255
695600,"Jensen, Carter",L,L,74.60844957,25.25848471,2.22618398,4.475836329,0.347826087,9.49974478,35.5693027,26.06955792,28.05446433,23
547180,"Harper, Bryce",R,L,74.59078193,36.18419984,11.18663543,-1.446513363,0.45187602,8.693365649,32.24253742,23.54917177,28.9280142,613
691723,"Mayo, Coby",R,R,74.57343987,35.07941109,10.97694207,-17.43109397,0.488215488,11.18553415,36.03447009,24.84893594,27.69786639,297
692585,"Fernández, Yanquiel",R,L,74.56672642,28.73917951,10.70847689,-11.47834536,0.559701493,9.14639418,36.30799619,27.16160201,27.64117168,268
663853,"Gonzalez, Romy",L,R,74.55411992,28.24211419,6.705280173,1.724012592,0.473895582,-0.189953173,27.46095503,27.65090821,27.89678874,249
691373,"Garcia, Jhostynxon",L,R,74.534394,38.68580962,12.81848828,2.101607681,0.3,0.609323513,27.67983528,27.07051176,24.94593662,10
669394,"Burger, Jake",R,R,74.53091108,24.84628018,7.690054395,-3.643390791,0.554140127,7.81669022,31.54617011,23.72947989,31.84765144,471
668723,"Vilade, Ryan",L,R,74.490778,33.68813229,-0.777526042,5.508164217,0,-3.940918928,28.76548514,32.70640407,28.63883365,25
605204,"Davis, J.D.",L,R,74.4725,36.2725675,9.106155567,-5.821586626,1,0.22816631,32.97930667,32.75114036,30.82124408,1
666915,"Dalbec, Bobby",L,R,74.46794083,35.01673415,6.447702174,11.84925348,0.166666667,-2.722957644,25.09567605,27.8186337,27.10179465,12
676116,"Noda, Ryan",L,L,74.46066167,37.6212034,24.36036519,-11.43084346,0.166666667,8.323782214,35.89733746,27.57355525,27.22043195,6
696100,"Goodman, Hunter",L,R,74.4488124,25.53389178,12.05811199,-6.143420104,0.577946768,9.27873358,37.87366827,28.59493469,29.45161616,263
669065,"Stowers, Kyle",L,L,74.44820228,33.5706447,10.95581828,0.350115522,0.514619883,1.813241054,32.02149002,30.20824896,29.87203222,171
691176,"Domínguez, Jasson",R,L,74.4208878,31.56516455,6.31812431,-4.415058345,0.449652778,3.063355158,30.58228894,27.51893378,23.56647357,576
688760,"Crim, Blaine",L,R,74.41555429,30.30097701,6.944549702,-2.372059254,0.428571429,1.149721018,29.28035437,28.13063335,29.57741512,21
676044,"Seymour, Bob",R,L,74.41405616,36.21252596,12.82290046,-0.862873139,0.517857143,4.288896237,33.71668525,29.42778901,26.82260047,112
671739,"Harris II, Michael",L,L,74.40590736,29.75914605,7.667851518,-4.70681172,0.554263566,2.8254531,33.65979824,30.83434514,28.92605337,258
665862,"Chisholm Jr., Jazz",R,L,74.40235938,33.1297978,16.14546713,-6.37359243,0.554887218,2.024892195,32.09554404,30.07065184,25.59445605,665
680779,"Davis, Henry",L,R,74.39617829,26.80684634,9.396356192,-7.669001687,0.577235772,-1.63317718,30.80597436,32.43915154,27.74676431,123
641933,"O'Neill, Tyler",L,R,74.3909385,36.30493702,20.87753187,-9.458041105,0.4,10.21805321,35.21652097,24.99846776,24.94118817,100
671218,"Ramos, Heliot",L,R,74.38860854,31.89871983,7.130594677,0.474111332,0.492401216,3.281021119,28.0742168,24.79319568,27.73454614,329
677951,"Witt Jr., Bobby",R,R,74.3724629,28.2034964,5.198995654,-0.857406192,0.484162896,0.679719512,28.06940912,27.38968961,25.15639112,884
592669,"Renfroe, Hunter",R,R,74.36312989,25.02934481,9.261542591,-7.314991732,0.722222222,8.264728122,37.07561482,28.8108867,29.14000022,90
696100,"Goodman, Hunter",R,R,74.35683403,25.14531188,13.84935339,-7.627186782,0.621761658,10.36974748,39.07675943,28.70701195,29.55030702,772
682634,"Alcántara, Kevin",L,R,74.34038636,37.72992814,11.52013294,-7.9362317,0.636363636,5.089143833,34.09691676,29.00777292,30.68340695,11
683770,"Robertson, Will",R,L,74.33602144,28.68780345,9.811914375,-4.924881082,0.540540541,2.252432425,30.39169802,28.1392656,26.23571974,111
701358,"Smith, Cam",R,R,74.32379562,37.71780922,6.638165365,-0.591518513,0.397174254,3.459448104,28.79249811,25.33305001,30.46395301,637
677592,"Pereira, Everson",L,R,74.31943145,31.11064957,15.19773615,2.368164332,0.594202899,-1.409315997,27.80209883,29.21141483,28.38068047,69
683770,"Robertson, Will",L,L,74.31432857,29.10537492,12.77901983,-10.28179845,0.857142857,6.900800986,35.17088429,28.2700833,26.60953768,14
685301,"Gorski, Matt",R,R,74.31108235,32.36302544,15.06524431,-2.516440024,0.5,6.980723858,35.77207733,28.79135347,28.28007858,34
592518,"Machado, Manny",R,R,74.31073898,26.39367432,7.505905574,-0.560751747,0.548088065,6.199883939,30.95290655,24.75302261,31.22767826,863
671739,"Harris II, Michael",R,L,74.29904286,31.07760545,6.658027271,0.200270812,0.488343558,-1.183619412,29.87723475,31.06085416,28.40061883,815
691785,"Mayer, Marcelo",L,L,74.28156692,32.91904869,8.194962344,-3.379995127,0.435897436,-0.446199066,30.05501429,30.50121336,28.13073167,39
671213,"Casas, Triston",L,L,74.26825333,38.28316791,12.82780412,-1.921512948,0.428571429,-1.87234499,30.76863472,32.64097971,30.30676592,21
677800,"Abreu, Wilyer",R,L,74.26136403,31.35215362,9.620410929,-1.506320313,0.563607085,1.597881986,31.37446462,29.77658263,26.47181579,621
668904,"Lewis, Royce",L,R,74.25976466,29.55016109,10.61699412,-6.824398083,0.689320388,4.289524321,28.51596531,24.22644099,26.05017719,206
671056,"Herrera, Iván",R,R,74.24915359,31.79262252,7.883612651,0.385619257,0.469902913,-1.008434958,30.9776526,31.98608756,27.45486084,515
677951,"Witt Jr., Bobby",L,R,74.21196325,30.00714088,4.756091,2.153647895,0.431623932,-0.942281023,26.72051734,27.66279836,25.52014574,234
621043,"Correa, Carlos",L,R,74.20661628,33.13058393,8.960497432,-3.388992571,0.406926407,3.11288029,29.52164882,26.40876853,28.56296737,231
656484,"Gray, Tristan",R,L,74.20241927,31.11622547,8.147408763,-10.14829853,0.440366972,2.723011317,32.97601111,30.25299979,29.22990198,109
691016,"Soderstrom, Tyler",R,L,74.19173602,30.73113291,9.369055259,1.476081447,0.486807388,-1.07742992,27.75962264,28.83705256,31.33531733,758
545361,"Trout, Mike",L,R,74.18896052,38.06078591,7.249572994,2.128294031,0.383116883,-6.670041404,23.15540565,29.82544705,25.4118132,154
621566,"Olson, Matt",R,L,74.1806911,33.99220043,8.812787706,1.50758453,0.492081448,1.072216316,32.23875188,31.16653557,30.4600109,884
676572,"Wagaman, Eric",L,R,74.16368116,27.87760191,7.594901379,-3.55343075,0.492537313,8.135918592,33.0606034,24.92468481,27.94712491,268
692585,"Fernández, Yanquiel",L,L,74.14659318,26.93387545,8.831085546,-10.7052372,0.5,9.802321697,37.3214411,27.51911941,28.25654221,22
680776,"Duran, Jarren",L,L,74.14227976,27.03067205,3.924156108,2.592331106,0.397553517,2.094206598,30.85751503,28.76330843,30.9765377,327
545341,"Grichuk, Randal",L,R,74.13396994,28.62758382,10.0179039,-6.168541793,0.629032258,7.263600578,32.23766156,24.97406099,28.34197254,310
650490,"Díaz, Yandy",L,R,74.13366573,24.67453526,2.802416263,6.544186929,0.33,0.568953325,30.21928772,29.6503344,28.37929048,300
669127,"Langeliers, Shea",L,R,74.12747466,31.03982509,10.92501093,-1.839254762,0.624434389,5.595272238,32.87292373,27.2776515,29.5137806,221
680769,"Alexander, CJ",L,L,74.127435,35.18188842,-0.77944819,8.313875133,0.5,-10.61260162,21.83060271,32.44320433,28.55162703,2
676724,"Young, Jared",R,L,74.12527051,28.8039128,9.606307533,-2.948425075,0.641025641,6.848329589,30.5746658,23.72633621,28.4905795,78
